K,topic_id,rank,theta,master_id,title,author,year,decade,L1,topic_label
20,15,8,0.2100330332580501,MASTER_00180,Corea,"Scherzer, F., trans. Gould, C.",1883,1880,Anthropology and Social Customs,"FREX: jap, infra, shi_king, hai_king, shuo_wen, shan_hai, eaten, supra, synonym, siebold | Prob: plant, leaves, tree, king, shi, flowers, shu, fruit, plants, family | Representative: Chinese names of plants; Plants from Peitaiho; Java; Corea"
20,15,9,0.1408349945500498,MASTER_00529,Contributions from the Herbarium of the Shantung Christian University,"Jacot, A. P.",1928,1920,Natural Sciences,"FREX: jap, infra, shi_king, hai_king, shuo_wen, shan_hai, eaten, supra, synonym, siebold | Prob: plant, leaves, tree, king, shi, flowers, shu, fruit, plants, family | Representative: Chinese names of plants; Plants from Peitaiho; Java; Corea"
20,15,10,0.1206380319500772,MASTER_00150,"The Vertebrata of the Province of Chihli, with notes on Chinese zoological nomenclature","Mollendorf, 0. F. von",1877,1870,Natural Sciences,"FREX: jap, infra, shi_king, hai_king, shuo_wen, shan_hai, eaten, supra, synonym, siebold | Prob: plant, leaves, tree, king, shi, flowers, shu, fruit, plants, family | Representative: Chinese names of plants; Plants from Peitaiho; Java; Corea"
20,15,11,0.1158838064119007,MASTER_00051,"Sorgo, or Northern Chinese sugar cane","Collins, V. D.",1865,1860,Natural Sciences,"FREX: jap, infra, shi_king, hai_king, shuo_wen, shan_hai, eaten, supra, synonym, siebold | Prob: plant, leaves, tree, king, shi, flowers, shu, fruit, plants, family | Representative: Chinese names of plants; Plants from Peitaiho; Java; Corea"
20,15,12,0.1150375646221345,MASTER_00529,Contributions from the Herbarium of the Shantung Christian University,"Jacot, A. P.",1928,1920,Natural Sciences,"FREX: jap, infra, shi_king, hai_king, shuo_wen, shan_hai, eaten, supra, synonym, siebold | Prob: plant, leaves, tree, king, shi, flowers, shu, fruit, plants, family | Representative: Chinese names of plants; Plants from Peitaiho; Java; Corea"
20,16,1,0.9953439818685336,MASTER_00549,Can Chinese writing be simplified ?,"Chatley, H.",1930,1930,Literature and Language,"FREX: library, vols, bithe, chinese_law, student, libraries, languages, manchu, vide, writing | Prob: manchu, art, characters, book, language, words, books, study, works, word | Representative: Can Chinese writing be simplified ?; Western transcription of Chinese, The; Why the sinologue should study manchu ?; Essay on Manchu literature"
20,16,2,0.8646503991739104,MASTER_00566,"Western transcription of Chinese, The","Gardner, C. S.",1931,1930,Literature and Language,"FREX: library, vols, bithe, chinese_law, student, libraries, languages, manchu, vide, writing | Prob: manchu, art, characters, book, language, words, books, study, works, word | Representative: Can Chinese writing be simplified ?; Western transcription of Chinese, The; Why the sinologue should study manchu ?; Essay on Manchu literature"
20,16,3,0.8405785812091384,MASTER_00555,Why the sinologue should study manchu ?,"Hauer, Erich",1930,1930,Literature and Language,"FREX: library, vols, bithe, chinese_law, student, libraries, languages, manchu, vide, writing | Prob: manchu, art, characters, book, language, words, books, study, works, word | Representative: Can Chinese writing be simplified ?; Western transcription of Chinese, The; Why the sinologue should study manchu ?; Essay on Manchu literature"
20,16,4,0.8182965330517821,MASTER_00247,Essay on Manchu literature,"Mollendorf, P. G. von",1889,1880,Literature and Language,"FREX: library, vols, bithe, chinese_law, student, libraries, languages, manchu, vide, writing | Prob: manchu, art, characters, book, language, words, books, study, works, word | Representative: Can Chinese writing be simplified ?; Western transcription of Chinese, The; Why the sinologue should study manchu ?; Essay on Manchu literature"
20,16,5,0.813814870189373,MASTER_00534,Some types of Chinese historical thought,Chang Hsin - hai,1929,1920,Geography and Travel,"FREX: library, vols, bithe, chinese_law, student, libraries, languages, manchu, vide, writing | Prob: manchu, art, characters, book, language, words, books, study, works, word | Representative: Can Chinese writing be simplified ?; Western transcription of Chinese, The; Why the sinologue should study manchu ?; Essay on Manchu literature"
20,16,6,0.7984590485290284,MASTER_00376,"Dragon, The","Hodous, L.",1917,1910,Anthropology and Social Customs,"FREX: library, vols, bithe, chinese_law, student, libraries, languages, manchu, vide, writing | Prob: manchu, art, characters, book, language, words, books, study, works, word | Representative: Can Chinese writing be simplified ?; Western transcription of Chinese, The; Why the sinologue should study manchu ?; Essay on Manchu literature"
20,16,7,0.788924581709587,MASTER_00155,The Comparative study of Chinese dialects,"Parker, E. H.",1877,1870,Literature and Language,"FREX: library, vols, bithe, chinese_law, student, libraries, languages, manchu, vide, writing | Prob: manchu, art, characters, book, language, words, books, study, works, word | Representative: Can Chinese writing be simplified ?; Western transcription of Chinese, The; Why the sinologue should study manchu ?; Essay on Manchu literature"
20,16,8,0.7775697400025439,MASTER_00371,Survey of the work by Western students of Chinese history,"Latourette, K. S.",1916,1910,History and Chronology,"FREX: library, vols, bithe, chinese_law, student, libraries, languages, manchu, vide, writing | Prob: manchu, art, characters, book, language, words, books, study, works, word | Representative: Can Chinese writing be simplified ?; Western transcription of Chinese, The; Why the sinologue should study manchu ?; Essay on Manchu literature"
20,16,9,0.7640089178129136,MASTER_00267,Stray notes on Corean history and literature,"Scott, J.",1893,1890,History and Chronology,"FREX: library, vols, bithe, chinese_law, student, libraries, languages, manchu, vide, writing | Prob: manchu, art, characters, book, language, words, books, study, works, word | Representative: Can Chinese writing be simplified ?; Western transcription of Chinese, The; Why the sinologue should study manchu ?; Essay on Manchu literature"
20,16,10,0.7575036715198998,MASTER_00355,"Bibliographical introduction to the study of Chinese law, A","Lobingier, C. S.",1914,1910,"Politics, Government, and Law","FREX: library, vols, bithe, chinese_law, student, libraries, languages, manchu, vide, writing | Prob: manchu, art, characters, book, language, words, books, study, works, word | Representative: Can Chinese writing be simplified ?; Western transcription of Chinese, The; Why the sinologue should study manchu ?; Essay on Manchu literature"
20,16,11,0.754286690219351,MASTER_00155,The Comparative study of Chinese dialects,"Parker, E. H.",1877,1870,Literature and Language,"FREX: library, vols, bithe, chinese_law, student, libraries, languages, manchu, vide, writing | Prob: manchu, art, characters, book, language, words, books, study, works, word | Representative: Can Chinese writing be simplified ?; Western transcription of Chinese, The; Why the sinologue should study manchu ?; Essay on Manchu literature"
20,16,12,0.6923725134493693,MASTER_00379,"Kinship of the English and Chinese languages, The","Lanning, G.",1917,1910,Literature and Language,"FREX: library, vols, bithe, chinese_law, student, libraries, languages, manchu, vide, writing | Prob: manchu, art, characters, book, language, words, books, study, works, word | Representative: Can Chinese writing be simplified ?; Western transcription of Chinese, The; Why the sinologue should study manchu ?; Essay on Manchu literature"
20,17,1,0.999626358791744,,,,1911,1910,Unknown,"FREX: treaty, commissioners, ships, settlement, forts, ward, foreigners, treaties, retrospect, party | Prob: government, foreign, emperor, sent, peking, shanghai, japanese, japan, canton, soon | Representative: Recollections of China prior to 1840; Retrospect of events in China and Japan, 1868; Retrospect of events in China and Japan, 1869, 1870; Narrative of the American Embassy to Peking"
20,17,2,0.9977353913913588,MASTER_00126,Recollections of China prior to 1840,"Williams, S. W.",1873,1870,History and Chronology,"FREX: treaty, commissioners, ships, settlement, forts, ward, foreigners, treaties, retrospect, party | Prob: government, foreign, emperor, sent, peking, shanghai, japanese, japan, canton, soon | Representative: Recollections of China prior to 1840; Retrospect of events in China and Japan, 1868; Retrospect of events in China and Japan, 1869, 1870; Narrative of the American Embassy to Peking"
20,17,3,0.9609681043496536,MASTER_00097,"Retrospect of events in China and Japan, 1868",Editorial Committee,1868,1860,History and Chronology,"FREX: treaty, commissioners, ships, settlement, forts, ward, foreigners, treaties, retrospect, party | Prob: government, foreign, emperor, sent, peking, shanghai, japanese, japan, canton, soon | Representative: Recollections of China prior to 1840; Retrospect of events in China and Japan, 1868; Retrospect of events in China and Japan, 1869, 1870; Narrative of the American Embassy to Peking"
20,17,4,0.9605695339246678,MASTER_00109,"Retrospect of events in China and Japan, 1869, 1870",,1869,1860,History and Chronology,"FREX: treaty, commissioners, ships, settlement, forts, ward, foreigners, treaties, retrospect, party | Prob: government, foreign, emperor, sent, peking, shanghai, japanese, japan, canton, soon | Representative: Recollections of China prior to 1840; Retrospect of events in China and Japan, 1868; Retrospect of events in China and Japan, 1869, 1870; Narrative of the American Embassy to Peking"
20,17,5,0.93876150904585,MASTER_00023,Narrative of the American Embassy to Peking,"Williams, S. W.",1859,1850,History and Chronology,"FREX: treaty, commissioners, ships, settlement, forts, ward, foreigners, treaties, retrospect, party | Prob: government, foreign, emperor, sent, peking, shanghai, japanese, japan, canton, soon | Representative: Recollections of China prior to 1840; Retrospect of events in China and Japan, 1868; Retrospect of events in China and Japan, 1869, 1870; Narrative of the American Embassy to Peking"
20,17,6,0.938052266077618,,,,1859,1850,Unknown,"FREX: treaty, commissioners, ships, settlement, forts, ward, foreigners, treaties, retrospect, party | Prob: government, foreign, emperor, sent, peking, shanghai, japanese, japan, canton, soon | Representative: Recollections of China prior to 1840; Retrospect of events in China and Japan, 1868; Retrospect of events in China and Japan, 1869, 1870; Narrative of the American Embassy to Peking"
20,17,7,0.927619950250171,MASTER_00014,"Thermometrical observations, taken during a passage from Nagasaki to Shanghai","Fedorovitch, J.",1859,1850,Natural Sciences,"FREX: treaty, commissioners, ships, settlement, forts, ward, foreigners, treaties, retrospect, party | Prob: government, foreign, emperor, sent, peking, shanghai, japanese, japan, canton, soon | Representative: Recollections of China prior to 1840; Retrospect of events in China and Japan, 1868; Retrospect of events in China and Japan, 1869, 1870; Narrative of the American Embassy to Peking"
20,17,8,0.851221756799011,MASTER_00055,Retrospect of events in China and Japan,"Kingsmill, T. W.",1864,1860,History and Chronology,"FREX: treaty, commissioners, ships, settlement, forts, ward, foreigners, treaties, retrospect, party | Prob: government, foreign, emperor, sent, peking, shanghai, japanese, japan, canton, soon | Representative: Recollections of China prior to 1840; Retrospect of events in China and Japan, 1868; Retrospect of events in China and Japan, 1869, 1870; Narrative of the American Embassy to Peking"
20,17,9,0.8471997724461855,MASTER_00213,Where was Ta - ts ' in ?,"Allen, H. J.",1886,1880,Geography and Travel,"FREX: treaty, commissioners, ships, settlement, forts, ward, foreigners, treaties, retrospect, party | Prob: government, foreign, emperor, sent, peking, shanghai, japanese, japan, canton, soon | Representative: Recollections of China prior to 1840; Retrospect of events in China and Japan, 1868; Retrospect of events in China and Japan, 1869, 1870; Narrative of the American Embassy to Peking"
20,17,10,0.8321105005299996,MASTER_00213,Where was Ta - ts ' in ?,"Allen, H. J.",1886,1880,Geography and Travel,"FREX: treaty, commissioners, ships, settlement, forts, ward, foreigners, treaties, retrospect, party | Prob: government, foreign, emperor, sent, peking, shanghai, japanese, japan, canton, soon | Representative: Recollections of China prior to 1840; Retrospect of events in China and Japan, 1868; Retrospect of events in China and Japan, 1869, 1870; Narrative of the American Embassy to Peking"
20,17,11,0.8294355256081473,MASTER_00015,Lecture on Japan,"Williams, S. W.",1859,1850,Geography and Travel,"FREX: treaty, commissioners, ships, settlement, forts, ward, foreigners, treaties, retrospect, party | Prob: government, foreign, emperor, sent, peking, shanghai, japanese, japan, canton, soon | Representative: Recollections of China prior to 1840; Retrospect of events in China and Japan, 1868; Retrospect of events in China and Japan, 1869, 1870; Narrative of the American Embassy to Peking"
20,17,12,0.8208399241876648,MASTER_00015,Lecture on Japan,"Williams, S. W.",1859,1850,Geography and Travel,"FREX: treaty, commissioners, ships, settlement, forts, ward, foreigners, treaties, retrospect, party | Prob: government, foreign, emperor, sent, peking, shanghai, japanese, japan, canton, soon | Representative: Recollections of China prior to 1840; Retrospect of events in China and Japan, 1868; Retrospect of events in China and Japan, 1869, 1870; Narrative of the American Embassy to Peking"
20,18,1,0.9992689663691132,MASTER_00374,Coins of the Republic of China *,"Ros, G.",1917,1910,Arts and Archaeology,"FREX: currency, obverse, coins, coin, coinage, tael, reverse, guild, mint, obverse_reverse | Prob: cash, silver, coins, reverse, currency, copper, obverse, value, gold, coin | Representative: Coins of the Republic of China *; Currency in China *; Coinage of Corea, The *; Coins of the Ta - ts'ing or present dynasty of China *"
20,18,2,0.9989824675513724,MASTER_00315,Currency in China *,"Morse, H. B.",1907,1900,Arts and Archaeology,"FREX: currency, obverse, coins, coin, coinage, tael, reverse, guild, mint, obverse_reverse | Prob: cash, silver, coins, reverse, currency, copper, obverse, value, gold, coin | Representative: Coins of the Republic of China *; Currency in China *; Coinage of Corea, The *; Coins of the Ta - ts'ing or present dynasty of China *"
20,18,3,0.9980679449954172,MASTER_00264,"Coinage of Corea, The *","Gardener, C. T.",1892,1890,Arts and Archaeology,"FREX: currency, obverse, coins, coin, coinage, tael, reverse, guild, mint, obverse_reverse | Prob: cash, silver, coins, reverse, currency, copper, obverse, value, gold, coin | Representative: Coins of the Republic of China *; Currency in China *; Coinage of Corea, The *; Coins of the Ta - ts'ing or present dynasty of China *"
20,18,4,0.9980516890679804,MASTER_00002,Coins of the Ta - ts'ing or present dynasty of China *,"Wylie, A.",1858,1850,Arts and Archaeology,"FREX: currency, obverse, coins, coin, coinage, tael, reverse, guild, mint, obverse_reverse | Prob: cash, silver, coins, reverse, currency, copper, obverse, value, gold, coin | Representative: Coins of the Republic of China *; Currency in China *; Coinage of Corea, The *; Coins of the Ta - ts'ing or present dynasty of China *"
20,18,5,0.9823834371016156,MASTER_00312,Notes on Chinese banking system in Shanghai,"Ferguson, J. C.",1906,1900,"Economy, Trade, and Technology","FREX: currency, obverse, coins, coin, coinage, tael, reverse, guild, mint, obverse_reverse | Prob: cash, silver, coins, reverse, currency, copper, obverse, value, gold, coin | Representative: Coins of the Republic of China *; Currency in China *; Coinage of Corea, The *; Coins of the Ta - ts'ing or present dynasty of China *"
20,18,6,0.9008880739827518,MASTER_00168,Coins of the present dynasty of China *,"Bushell, S. W.",1880,1880,Arts and Archaeology,"FREX: currency, obverse, coins, coin, coinage, tael, reverse, guild, mint, obverse_reverse | Prob: cash, silver, coins, reverse, currency, copper, obverse, value, gold, coin | Representative: Coins of the Republic of China *; Currency in China *; Coinage of Corea, The *; Coins of the Ta - ts'ing or present dynasty of China *"
20,18,7,0.8969994980044108,MASTER_00177,Annam and its minor currency,"Toda, E.",1882,1880,Arts and Archaeology,"FREX: currency, obverse, coins, coin, coinage, tael, reverse, guild, mint, obverse_reverse | Prob: cash, silver, coins, reverse, currency, copper, obverse, value, gold, coin | Representative: Coins of the Republic of China *; Currency in China *; Coinage of Corea, The *; Coins of the Ta - ts'ing or present dynasty of China *"
20,18,8,0.8872396373823829,MASTER_00374,Coins of the Republic of China *,"Ros, G.",1917,1910,Arts and Archaeology,"FREX: currency, obverse, coins, coin, coinage, tael, reverse, guild, mint, obverse_reverse | Prob: cash, silver, coins, reverse, currency, copper, obverse, value, gold, coin | Representative: Coins of the Republic of China *; Currency in China *; Coinage of Corea, The *; Coins of the Ta - ts'ing or present dynasty of China *"
20,18,9,0.8358356751704318,MASTER_00248,Currency and measures in China,"Morse, H. B.",1889,1880,Arts and Archaeology,"FREX: currency, obverse, coins, coin, coinage, tael, reverse, guild, mint, obverse_reverse | Prob: cash, silver, coins, reverse, currency, copper, obverse, value, gold, coin | Representative: Coins of the Republic of China *; Currency in China *; Coinage of Corea, The *; Coins of the Ta - ts'ing or present dynasty of China *"
20,18,10,0.7900340589395293,MASTER_00280,Scarcity of copper cash and the rise in prices,"Taylor, F. E.",1896,1890,Arts and Archaeology,"FREX: currency, obverse, coins, coin, coinage, tael, reverse, guild, mint, obverse_reverse | Prob: cash, silver, coins, reverse, currency, copper, obverse, value, gold, coin | Representative: Coins of the Republic of China *; Currency in China *; Coinage of Corea, The *; Coins of the Ta - ts'ing or present dynasty of China *"
20,18,11,0.7120657169510384,MASTER_00166,Siamese coinage *,"Haas, J.",1879,1870,Arts and Archaeology,"FREX: currency, obverse, coins, coin, coinage, tael, reverse, guild, mint, obverse_reverse | Prob: cash, silver, coins, reverse, currency, copper, obverse, value, gold, coin | Representative: Coins of the Republic of China *; Currency in China *; Coinage of Corea, The *; Coins of the Ta - ts'ing or present dynasty of China *"
20,18,12,0.6706916327665643,MASTER_00178,The Hoppo - book of 1753,"Hirth, F.",1882,1880,"Politics, Government, and Law","FREX: currency, obverse, coins, coin, coinage, tael, reverse, guild, mint, obverse_reverse | Prob: cash, silver, coins, reverse, currency, copper, obverse, value, gold, coin | Representative: Coins of the Republic of China *; Currency in China *; Coinage of Corea, The *; Coins of the Ta - ts'ing or present dynasty of China *"
20,19,1,0.9876047987315706,MASTER_00443,Notes on the coal and Iron Ore deposits of Central Shansi,"Norin, E.",1922,1920,Natural Sciences,"FREX: coal, limestone, mineral, rocks, geological, formation, geology, sandstone, strata, desert | Prob: coal, sea, feet, river, miles, rocks, iron, island, mountains, surface | Representative: Notes on the coal and Iron Ore deposits of Central Shansi; A Sketch of the Geology of Quang -tung Province; Researches into the geology of Formosa *; China's petrified sun - rays"
20,19,2,0.9687040551351732,MASTER_00048,A Sketch of the Geology of Quang -tung Province,"Kingsmill, T. W.",1865,1860,Natural Sciences,"FREX: coal, limestone, mineral, rocks, geological, formation, geology, sandstone, strata, desert | Prob: coal, sea, feet, river, miles, rocks, iron, island, mountains, surface | Representative: Notes on the coal and Iron Ore deposits of Central Shansi; A Sketch of the Geology of Quang -tung Province; Researches into the geology of Formosa *; China's petrified sun - rays"
20,19,3,0.9635213604521888,MASTER_00181,Researches into the geology of Formosa *,"Kleinwachter, G.",1883,1880,Natural Sciences,"FREX: coal, limestone, mineral, rocks, geological, formation, geology, sandstone, strata, desert | Prob: coal, sea, feet, river, miles, rocks, iron, island, mountains, surface | Representative: Notes on the coal and Iron Ore deposits of Central Shansi; A Sketch of the Geology of Quang -tung Province; Researches into the geology of Formosa *; China's petrified sun - rays"
20,19,4,0.9563655368881095,MASTER_00181,Researches into the geology of Formosa *,"Kleinwachter, G.",1883,1880,Natural Sciences,"FREX: coal, limestone, mineral, rocks, geological, formation, geology, sandstone, strata, desert | Prob: coal, sea, feet, river, miles, rocks, iron, island, mountains, surface | Representative: Notes on the coal and Iron Ore deposits of Central Shansi; A Sketch of the Geology of Quang -tung Province; Researches into the geology of Formosa *; China's petrified sun - rays"
20,19,5,0.9255903615719072,MASTER_00418,China's petrified sun - rays,"Chatley, H.",1920,1920,Natural Sciences,"FREX: coal, limestone, mineral, rocks, geological, formation, geology, sandstone, strata, desert | Prob: coal, sea, feet, river, miles, rocks, iron, island, mountains, surface | Representative: Notes on the coal and Iron Ore deposits of Central Shansi; A Sketch of the Geology of Quang -tung Province; Researches into the geology of Formosa *; China's petrified sun - rays"
20,19,6,0.92278531836183,MASTER_00418,China's petrified sun - rays,"Chatley, H.",1920,1920,Natural Sciences,"FREX: coal, limestone, mineral, rocks, geological, formation, geology, sandstone, strata, desert | Prob: coal, sea, feet, river, miles, rocks, iron, island, mountains, surface | Representative: Notes on the coal and Iron Ore deposits of Central Shansi; A Sketch of the Geology of Quang -tung Province; Researches into the geology of Formosa *; China's petrified sun - rays"
20,19,7,0.9185993190006564,MASTER_00067,Notes on some outlying coal-fields in the south-eastern provinces of China,"Kingsmill, T. W.",1865,1860,Natural Sciences,"FREX: coal, limestone, mineral, rocks, geological, formation, geology, sandstone, strata, desert | Prob: coal, sea, feet, river, miles, rocks, iron, island, mountains, surface | Representative: Notes on the coal and Iron Ore deposits of Central Shansi; A Sketch of the Geology of Quang -tung Province; Researches into the geology of Formosa *; China's petrified sun - rays"
20,19,8,0.9108821981372548,MASTER_00089,Notes on the coal fields and general geology of the neighbourhood of Nagasaki *,"Kingsmill, T. W.",1868,1860,Natural Sciences,"FREX: coal, limestone, mineral, rocks, geological, formation, geology, sandstone, strata, desert | Prob: coal, sea, feet, river, miles, rocks, iron, island, mountains, surface | Representative: Notes on the coal and Iron Ore deposits of Central Shansi; A Sketch of the Geology of Quang -tung Province; Researches into the geology of Formosa *; China's petrified sun - rays"
20,19,9,0.8538568264048519,MASTER_00184,Notes on some dikes at the mouth of the Nankow pass *,"Guppy, H. B.",1883,1880,Natural Sciences,"FREX: coal, limestone, mineral, rocks, geological, formation, geology, sandstone, strata, desert | Prob: coal, sea, feet, river, miles, rocks, iron, island, mountains, surface | Representative: Notes on the coal and Iron Ore deposits of Central Shansi; A Sketch of the Geology of Quang -tung Province; Researches into the geology of Formosa *; China's petrified sun - rays"
20,19,10,0.8527120370150645,MASTER_00408,Chemical industry in Kwangtung Province,Yan Taz Chiu,1919,1910,Natural Sciences,"FREX: coal, limestone, mineral, rocks, geological, formation, geology, sandstone, strata, desert | Prob: coal, sea, feet, river, miles, rocks, iron, island, mountains, surface | Representative: Notes on the coal and Iron Ore deposits of Central Shansi; A Sketch of the Geology of Quang -tung Province; Researches into the geology of Formosa *; China's petrified sun - rays"
20,19,11,0.843141465872309,MASTER_00175,On the geology of the neighbourhood of Nagasaki,"Guppy, H. B.",1882,1880,Natural Sciences,"FREX: coal, limestone, mineral, rocks, geological, formation, geology, sandstone, strata, desert | Prob: coal, sea, feet, river, miles, rocks, iron, island, mountains, surface | Representative: Notes on the coal and Iron Ore deposits of Central Shansi; A Sketch of the Geology of Quang -tung Province; Researches into the geology of Formosa *; China's petrified sun - rays"
20,19,12,0.8361637970744193,,,,1928,1920,Unknown,"FREX: coal, limestone, mineral, rocks, geological, formation, geology, sandstone, strata, desert | Prob: coal, sea, feet, river, miles, rocks, iron, island, mountains, surface | Representative: Notes on the coal and Iron Ore deposits of Central Shansi; A Sketch of the Geology of Quang -tung Province; Researches into the geology of Formosa *; China's petrified sun - rays"
